MQ135,MQ136,MQ137,MQ138,MQ2,MQ3,MQ4,MQ5,MQ6,MQ8,MQ9,Label
12.18,7.08,17.51,10.01,6.83,15.02,5.34,16.3,15.91,42.94,11.34,4
11.44,7.76,18.19,12.0,7.11,17.22,5.02,17.07,15.22,42.38,11.12,4
11.85,7.52,18.59,12.39,7.06,15.58,4.82,18.37,15.49,40.8,11.12,4
11.57,7.76,18.35,12.05,7.11,17.22,4.96,17.36,15.35,40.54,11.08,4
14.06,9.01,14.18,14.22,7.32,19.51,6.85,10.51,14.2,43.22,12.23,2
11.26,7.52,17.96,11.67,6.89,16.86,4.84,16.71,15.02,40.8,10.53,4
12.08,6.91,17.36,9.85,6.72,14.71,5.28,16.09,15.77,43.5,11.48,3
11.66,7.43,17.0,11.13,6.92,17.15,5.13,15.18,14.96,39.55,10.82,4
11.57,6.45,17.14,9.36,6.27,13.9,5.02,15.25,15.42,41.84,11.52,3
15.06,15.2,11.72,18.44,11.59,23.62,9.71,9.02,13.32,42.38,12.52,1
11.66,7.7,18.19,12.34,7.11,15.84,4.88,17.67,15.15,39.3,10.87,4
10.62,6.83,17.73,11.3,6.3,14.71,4.29,17.82,14.7,38.36,10.29,4
11.39,7.64,18.04,11.9,7.03,17.15,5.02,16.5,15.09,41.05,11.26,4
11.48,7.73,18.11,11.95,7.03,17.08,4.96,17.07,15.15,40.54,11.12,4
11.04,7.34,17.96,11.58,6.7,16.44,4.64,17.59,15.02,39.79,10.45,4
12.08,6.97,17.58,9.89,6.75,14.77,5.3,16.5,15.84,43.22,11.3,3
11.39,7.7,18.11,11.95,7.06,17.15,5.02,16.71,15.09,41.32,10.99,4
12.47,6.94,17.14,10.08,6.67,14.53,5.48,15.06,15.49,43.78,12.03,3
12.77,7.22,15.9,10.7,6.56,15.45,5.75,13.38,15.15,42.94,12.08,2
11.75,7.52,18.59,12.39,7.03,15.52,4.8,18.37,15.49,41.58,10.95,4
11.44,7.58,17.96,11.81,6.94,16.86,4.96,16.43,15.02,40.54,10.65,4
11.66,6.5,17.14,9.47,6.32,14.01,5.09,15.63,15.49,42.11,11.34,3
13.08,7.55,15.45,11.26,6.61,16.17,5.98,12.7,14.89,43.22,12.13,2
12.72,7.05,16.86,10.28,6.64,14.65,5.57,14.75,15.22,44.07,11.75,2
13.4,7.7,15.39,11.86,6.78,16.72,6.2,12.16,14.83,42.66,12.37,2
11.99,7.92,18.43,12.59,7.11,15.14,4.86,19.02,15.42,41.32,11.26,4
14.87,14.01,12.63,18.28,10.72,22.86,8.7,9.45,13.32,42.66,12.77,1
12.18,6.88,17.66,9.93,6.72,14.53,5.39,16.02,15.84,43.78,11.99,3
11.94,7.58,18.67,12.49,7.09,15.65,4.84,18.45,15.49,40.8,11.04,4
11.35,7.46,17.88,12.05,6.94,15.65,4.76,17.36,14.89,38.36,10.99,4
12.52,7.85,12.99,12.74,6.22,17.44,5.82,9.79,12.99,38.83,10.95,2
11.62,7.85,18.51,12.34,7.2,16.93,4.98,19.79,15.35,41.05,11.52,4
14.52,12.19,13.3,16.97,9.46,21.53,7.86,9.95,13.37,45.57,11.99,1
12.04,6.97,17.43,9.89,6.75,14.95,5.26,16.09,15.7,45.88,10.87,4
13.78,8.67,14.53,13.27,7.09,18.2,6.72,10.97,14.2,42.38,12.42,2
11.39,7.05,16.44,10.49,6.61,16.58,4.98,16.64,14.89,40.04,10.95,4
12.23,6.91,17.58,9.85,6.64,14.36,5.36,16.09,15.98,43.5,11.89,3
15.12,15.77,11.31,18.61,12.11,24.18,10.02,9.13,15.49,44.07,12.82,1
11.75,7.34,16.58,10.78,6.89,16.93,5.17,15.76,15.22,41.32,10.82,4
13.34,7.67,15.2,11.81,6.7,16.65,6.15,12.06,14.76,42.94,12.03,2
11.85,7.34,16.44,10.61,6.86,16.72,5.21,15.25,15.29,42.11,10.45,4
11.89,8.01,18.51,12.54,7.06,15.02,4.82,19.27,15.35,41.32,11.39,4
11.99,7.73,18.83,12.54,7.17,15.97,4.9,18.45,15.56,46.83,11.12,4
11.57,7.22,17.21,11.04,6.67,16.93,4.94,15.44,14.83,40.8,11.04,4
12.08,6.88,17.51,9.81,6.67,14.47,5.28,15.76,15.7,42.11,11.89,3
10.66,6.85,17.36,11.26,6.09,13.79,4.11,17.74,14.44,37.9,10.37,4
11.39,7.64,18.27,11.86,6.97,17.08,4.86,17.22,15.35,40.8,10.95,4
11.85,7.37,16.44,10.61,6.89,16.79,5.21,15.44,15.29,41.84,10.87,4
11.94,7.64,18.67,12.49,7.11,15.97,4.86,18.45,15.56,39.79,11.3,4
11.94,7.7,18.75,12.49,7.14,15.91,4.88,18.53,15.49,43.5,11.3,4
11.08,7.64,18.35,12.05,7.0,16.65,4.84,19.88,15.15,40.04,10.7,4
12.37,7.16,16.86,10.2,6.86,15.78,5.26,15.63,15.49,41.58,11.21,4
13.94,8.67,14.47,13.43,7.11,18.36,6.74,10.89,14.2,42.94,12.23,2
12.72,7.11,16.24,10.49,6.56,14.95,5.68,13.71,15.15,43.5,11.85,2
11.85,7.49,18.67,12.44,7.06,15.65,4.84,18.53,15.49,41.58,11.3,4
12.04,7.37,18.35,12.05,7.2,16.11,4.94,18.45,15.7,41.58,10.99,4
11.89,7.61,18.75,12.44,7.09,15.71,4.84,18.37,15.49,40.8,10.74,4
11.85,7.34,16.44,10.65,6.89,16.79,5.21,15.31,15.22,41.05,11.04,4
11.08,7.67,18.35,12.1,7.03,16.72,4.86,20.06,15.15,40.8,11.39,4
11.71,7.49,17.58,11.44,6.92,17.22,5.09,15.89,15.02,41.05,10.91,4
14.81,14.59,12.09,18.12,11.06,22.86,9.01,9.16,13.21,43.22,12.42,1
11.44,7.76,18.51,12.34,7.14,16.86,4.92,17.59,15.35,38.59,10.99,4
11.44,7.76,18.04,12.39,7.17,15.71,4.9,17.74,15.02,40.04,11.12,4
11.04,7.22,17.51,11.17,6.64,16.65,4.82,15.96,14.76,39.55,10.49,4
13.78,8.84,14.42,13.65,7.2,18.84,6.8,10.89,14.2,43.78,12.47,2
14.94,14.3,12.48,18.12,10.89,22.96,8.87,9.49,13.32,40.04,13.08,1
14.28,9.94,13.96,15.07,7.71,19.86,7.1,10.1,13.9,42.66,12.13,2
11.57,7.7,18.27,11.9,7.06,17.15,4.94,17.0,15.29,41.05,11.3,4
12.52,7.49,13.36,12.29,6.12,17.08,5.75,10.1,13.21,39.3,10.99,2
15.06,16.1,10.83,18.52,12.2,24.07,10.26,9.06,15.77,42.66,12.27,1
11.39,7.73,18.19,12.0,7.06,17.15,5.0,16.86,15.15,39.06,10.78,4
14.75,12.83,13.09,17.19,9.83,21.73,8.11,9.72,13.26,43.22,12.37,1
13.4,7.67,15.26,11.81,6.72,16.65,6.18,12.16,14.83,43.78,12.03,2
14.23,9.75,14.01,14.58,7.65,20.22,7.07,10.3,13.9,43.22,12.52,2
15.12,15.45,11.53,18.44,11.92,23.62,9.71,9.02,14.89,42.94,12.52,1
11.89,6.8,16.37,9.81,6.48,15.45,5.0,15.25,15.02,38.83,11.21,4
11.99,7.05,17.14,9.93,6.75,15.26,5.23,15.89,15.49,42.11,12.03,4
14.75,14.18,12.38,17.96,10.84,22.96,8.8,9.2,13.26,40.54,12.87,1
11.57,7.73,18.27,11.95,7.06,17.15,4.94,17.0,15.29,42.11,10.87,4
11.89,7.37,16.44,10.7,6.92,16.86,5.23,15.37,15.22,42.94,11.99,4
11.39,7.64,17.96,11.86,7.03,17.08,5.02,16.43,15.02,40.29,11.12,4
11.44,7.64,18.04,11.86,7.06,17.08,5.02,16.64,15.15,43.22,10.91,4
11.39,7.11,16.44,10.65,6.67,16.65,4.98,16.71,14.89,40.04,11.17,4
11.66,7.79,18.51,12.34,7.17,16.79,4.92,17.59,15.29,40.8,10.95,4
12.92,10.1,12.19,14.95,7.89,19.34,6.58,9.16,12.45,39.3,10.82,1
14.46,12.34,13.09,17.12,9.61,21.53,7.95,9.64,13.32,42.66,12.67,1
11.94,7.67,18.67,12.59,7.14,15.58,4.9,18.94,15.56,42.38,10.91,4
14.28,9.9,13.96,15.01,7.74,19.77,7.1,10.34,13.84,42.66,12.23,2
14.94,14.95,12.05,18.36,11.32,23.29,9.26,9.2,13.32,43.78,12.42,1
12.67,7.08,16.17,10.49,6.56,14.95,5.68,13.76,15.09,42.66,12.13,2
12.77,7.25,15.84,10.78,6.56,15.58,5.8,13.17,15.02,42.38,11.99,2
13.24,9.19,13.09,14.28,7.09,18.6,6.48,9.57,13.15,38.59,11.3,2
12.18,7.05,16.51,10.12,6.7,15.91,5.13,15.69,15.35,40.8,11.21,4
11.94,7.73,18.59,12.49,7.09,15.58,4.86,18.77,15.42,41.32,11.3,4
14.64,13.14,12.94,17.42,9.99,22.03,8.24,9.34,13.32,43.22,12.08,1
12.77,10.1,12.09,14.82,7.83,19.18,6.53,9.09,12.45,38.59,10.74,1
14.69,13.3,12.83,17.57,10.19,22.03,8.33,9.42,13.32,43.22,12.57,1
11.94,8.04,18.43,12.69,7.17,15.08,4.88,18.69,15.42,41.84,11.34,4
12.37,7.49,13.3,12.34,6.12,17.22,5.73,9.95,13.21,38.83,10.65,2
11.99,7.11,17.07,9.93,6.75,15.26,5.21,15.63,15.56,40.04,11.08,4
11.57,7.73,18.27,12.05,7.11,17.22,4.96,17.36,15.35,41.05,10.53,4
12.52,6.99,16.93,10.12,6.67,14.71,5.57,15.0,15.35,42.66,12.18,3
11.44,7.73,18.19,12.0,7.06,17.15,5.02,16.86,15.15,40.8,11.66,4
11.3,7.61,18.04,11.86,7.0,17.08,4.98,17.0,15.09,39.06,10.95,4
11.44,7.82,18.51,12.34,7.17,16.86,4.94,17.59,15.29,41.05,11.08,4
14.11,9.3,14.13,14.58,7.46,19.6,6.9,10.93,14.02,42.94,12.42,2
11.39,7.55,17.73,11.53,6.94,17.15,5.06,15.96,15.09,42.38,11.04,4
11.8,7.52,18.59,12.44,7.03,15.58,4.82,18.37,15.42,41.32,11.26,4
11.48,7.55,17.81,11.53,6.97,17.22,5.09,16.09,15.09,40.8,11.21,4
13.94,9.75,13.57,14.95,7.65,19.51,6.93,9.95,13.54,41.84,12.23,2
12.77,7.08,16.58,10.41,6.64,14.65,5.7,14.87,15.22,42.66,12.23,2
11.62,7.43,17.0,11.13,6.89,17.15,5.13,15.18,14.96,40.29,10.53,4
12.28,7.14,16.72,10.2,6.83,15.78,5.26,15.63,15.49,43.22,11.34,4
14.4,11.58,13.41,16.47,8.95,21.24,7.83,9.83,13.49,43.22,11.94,1
12.42,7.08,16.72,10.16,6.81,15.91,5.23,15.63,15.35,40.8,11.66,4
11.57,8.07,18.43,12.69,7.11,15.08,4.86,18.94,15.35,41.32,11.39,4
12.98,7.28,15.77,11.0,6.61,15.84,5.89,13.01,14.96,40.04,12.08,2
12.18,7.31,16.3,10.41,6.81,16.44,5.17,15.69,15.29,41.58,11.43,4
11.21,7.76,18.51,12.29,7.14,16.86,4.92,18.13,15.35,39.55,11.52,4
15.06,15.2,11.86,18.52,11.64,23.62,9.6,9.2,13.32,42.94,13.03,1
11.57,7.7,18.27,12.29,7.17,16.51,4.92,17.36,15.09,42.11,10.87,4
14.87,14.65,12.19,18.2,11.15,23.07,9.08,9.2,13.32,44.96,12.57,1
12.67,7.05,16.86,10.32,6.64,14.53,5.57,14.69,15.22,42.66,12.18,2
12.47,6.94,17.29,10.05,6.67,14.36,5.48,15.44,15.56,42.94,12.18,3
14.75,16.17,9.86,18.44,12.55,24.65,10.81,8.88,15.98,40.8,12.03,1
12.13,6.97,17.58,9.89,6.75,14.77,5.32,16.3,15.84,42.38,11.43,3
14.34,11.86,13.2,16.76,9.27,21.33,7.8,9.72,13.43,41.84,12.57,1
15.12,15.97,10.54,18.28,12.25,24.07,10.43,8.95,16.34,42.11,12.77,1
11.8,7.31,16.44,10.65,6.86,16.86,5.19,15.12,15.15,41.84,10.95,4
11.39,6.47,16.86,9.29,6.25,14.24,4.88,16.02,15.15,40.54,10.74,4
13.83,8.4,14.89,12.95,7.09,18.05,6.69,11.46,14.63,40.29,12.52,2
12.67,6.97,17.43,10.01,6.7,14.24,5.48,15.96,15.63,43.22,12.08,3
11.35,7.67,18.04,12.29,7.14,15.97,4.9,17.36,15.02,39.79,10.91,4
11.21,7.85,18.59,12.39,7.17,17.08,4.92,17.59,15.42,41.05,10.74,4
12.08,6.88,17.58,9.85,6.7,14.53,5.32,15.96,15.7,42.38,11.8,3
14.28,10.62,13.57,15.92,8.31,20.4,7.35,9.87,13.54,42.38,11.99,2
14.81,13.52,12.73,17.73,10.39,23.4,8.46,9.45,13.32,43.22,12.52,1
14.17,11.09,13.46,16.26,8.61,21.05,7.5,9.87,13.54,42.11,12.52,1
11.26,6.99,16.65,10.49,6.51,16.51,4.86,14.87,14.76,40.8,10.82,4
11.44,6.55,16.93,9.36,6.32,14.42,4.96,15.76,15.22,40.29,10.78,4
11.48,7.58,17.81,11.62,7.0,17.22,5.06,16.16,15.09,40.29,11.43,4
11.62,7.76,18.11,12.39,7.2,16.38,4.94,17.67,15.09,39.55,10.65,4
12.32,6.88,17.51,9.89,6.67,14.36,5.36,15.83,16.05,43.22,11.75,3
11.39,7.02,16.44,10.49,6.61,16.51,4.94,16.78,14.83,40.54,10.82,4
14.34,9.71,13.9,15.01,7.77,19.86,7.18,10.18,13.9,42.66,12.52,2
14.28,10.67,13.63,15.85,8.28,20.4,7.38,9.95,13.6,42.66,12.47,2
11.94,7.52,18.59,12.49,7.11,15.65,4.86,19.02,15.49,46.51,11.34,4
12.04,8.07,18.35,12.64,7.09,15.02,4.84,18.77,15.35,41.84,11.26,4
11.35,6.5,16.86,9.29,6.27,14.3,4.9,15.69,15.15,40.04,10.91,4
11.85,7.61,18.59,12.59,7.09,15.65,4.86,18.37,15.49,40.29,11.43,4
11.39,7.52,17.66,11.49,6.94,17.15,5.06,16.02,15.02,39.3,11.04,4
12.04,7.76,18.75,12.69,7.2,15.65,4.94,18.94,15.63,41.84,11.43,4
14.87,13.68,12.73,17.73,10.47,22.54,8.5,9.57,13.26,43.22,12.72,1
13.83,8.67,14.59,13.27,7.09,18.2,6.72,11.41,14.26,41.05,12.47,2
14.46,12.43,13.14,17.12,9.57,21.43,7.98,9.6,13.26,43.22,12.37,1
15.06,16.23,9.82,18.69,12.8,25.01,10.98,9.06,13.15,42.38,12.67,1
11.35,7.46,17.88,12.05,6.94,15.65,4.76,17.22,14.89,39.06,10.95,4
12.18,7.08,16.72,10.2,6.72,15.97,5.15,17.22,15.35,39.55,10.87,4
14.81,15.26,11.4,18.28,11.64,23.51,9.67,8.92,15.02,41.58,12.47,1
11.57,7.73,18.27,12.39,7.14,15.97,4.9,17.67,15.29,40.04,11.26,4
11.85,7.52,18.59,12.39,7.06,15.58,4.82,18.45,15.49,41.05,11.21,4
11.39,7.55,17.81,11.49,6.94,17.15,5.06,15.96,15.02,40.8,11.34,4
12.13,6.94,17.51,9.89,6.72,14.65,5.3,16.23,15.77,42.66,11.52,3
12.13,6.97,17.66,9.93,6.78,14.83,5.32,16.43,15.84,42.94,11.43,3
11.39,7.52,17.66,11.44,6.94,17.15,5.06,16.02,15.02,40.54,11.04,4
11.66,7.31,17.0,10.95,6.78,17.01,5.04,15.12,14.96,41.32,11.08,4
12.28,6.94,17.81,9.93,6.75,14.47,5.39,17.89,15.84,42.66,11.99,3
14.34,10.71,13.68,15.99,8.34,20.49,7.35,9.99,13.54,42.66,12.47,2
12.04,8.04,18.51,12.59,7.09,15.02,4.84,18.94,15.35,41.84,11.3,4
11.71,7.64,18.59,12.34,7.09,15.91,4.86,18.13,15.49,41.32,11.21,4
11.94,7.64,18.51,12.49,7.09,15.39,4.84,18.85,15.42,41.32,11.08,4
14.87,16.3,10.14,18.61,12.59,24.42,10.81,8.85,19.05,40.54,12.08,1
12.04,6.97,16.58,10.05,6.67,15.71,5.13,15.31,15.22,41.58,11.08,4
11.57,7.19,16.58,10.7,6.78,16.86,5.09,16.78,15.02,40.29,10.82,4
11.99,8.01,18.43,12.69,7.11,15.08,4.84,18.85,15.35,41.58,11.26,4
13.4,7.7,15.2,11.86,6.75,16.72,6.2,12.01,14.83,42.94,11.71,2
15.06,15.97,11.13,18.61,12.15,24.18,10.18,9.24,15.35,43.22,13.13,1
13.13,7.52,15.45,11.39,6.64,16.24,6.03,12.5,14.96,41.05,11.94,2
12.23,7.46,17.21,11.22,6.92,17.3,5.13,15.5,15.09,39.3,10.78,4
10.66,6.74,17.81,11.17,6.22,14.71,4.24,17.67,14.7,37.67,10.13,4
12.13,7.08,16.72,10.16,6.7,15.97,5.13,17.14,15.29,40.54,11.12,4
12.82,7.25,15.9,10.78,6.56,15.58,5.77,13.27,15.02,43.78,11.89,2
14.75,13.25,12.78,17.65,10.27,22.33,8.37,9.31,13.32,43.5,12.32,1
15.12,15.14,11.86,18.52,11.64,24.18,9.52,9.31,13.32,43.5,12.13,1
11.3,7.58,17.96,11.81,6.97,17.01,4.96,16.57,15.02,41.05,11.52,4
14.94,14.89,12.09,18.2,11.32,23.84,9.3,9.27,13.26,43.5,12.67,1
14.23,10.88,13.57,16.05,8.47,20.67,7.44,9.87,13.54,44.07,12.18,1
12.23,7.14,16.79,10.24,6.78,15.65,5.17,17.07,15.35,41.84,11.43,4
12.04,6.99,16.51,10.05,6.7,15.78,5.13,15.76,15.35,40.8,11.3,4
12.72,7.11,17.07,10.24,6.7,14.77,5.59,14.93,15.35,48.82,12.37,2
12.23,6.91,17.81,9.89,6.72,14.42,5.36,16.5,15.84,41.84,11.75,3
11.89,7.58,18.67,12.49,7.11,15.65,4.86,21.47,15.49,39.55,11.08,4
11.21,7.82,18.51,12.29,7.17,16.93,4.96,19.79,15.35,41.05,11.21,4
11.53,7.46,17.51,11.3,6.89,17.22,5.09,15.76,15.02,40.04,11.04,4
12.82,7.14,16.79,10.41,6.64,14.59,5.61,14.75,15.29,43.22,12.08,2
11.94,7.61,18.67,12.44,7.09,15.78,4.84,18.37,15.49,41.32,11.34,4
11.8,7.55,18.59,12.39,7.03,15.52,4.82,18.37,15.49,41.32,10.91,4
13.72,8.7,14.36,13.49,7.14,18.68,6.74,10.93,14.2,43.22,12.37,2
12.62,7.02,16.86,10.16,6.59,14.65,5.52,14.69,15.22,42.66,11.71,2
15.0,14.65,11.9,18.36,11.41,23.4,9.37,9.2,13.26,42.94,11.99,1
14.11,11.01,13.46,16.12,8.54,20.67,7.5,9.87,13.54,42.66,12.52,1
12.08,6.99,17.51,9.97,6.81,14.89,5.32,17.59,15.84,42.38,11.3,3
11.85,7.34,16.44,10.7,6.89,16.86,5.21,15.63,15.22,41.05,11.08,4
14.28,9.86,13.9,15.26,7.86,19.95,7.18,9.99,13.84,42.38,12.47,2
11.57,7.7,18.35,12.34,7.14,16.65,4.9,17.82,15.15,41.05,11.12,4
11.94,8.04,18.51,12.59,7.09,15.08,4.84,18.94,15.35,42.11,11.34,4
11.94,7.08,16.93,10.01,6.72,15.52,5.19,15.89,15.56,41.32,11.3,4
11.3,7.58,18.04,11.86,6.97,17.01,4.96,16.5,15.09,40.8,10.87,4
15.06,16.1,10.42,18.44,12.35,24.89,10.51,8.99,16.79,41.84,12.47,1
12.32,6.94,17.58,9.93,6.67,14.36,5.36,16.09,15.98,42.66,11.99,3
11.99,7.61,18.67,12.59,7.17,15.71,4.9,18.61,15.56,40.29,11.08,4
12.28,6.94,17.66,9.89,6.67,14.36,5.39,16.09,15.98,42.38,11.71,3
13.56,7.95,14.95,12.39,6.86,17.22,6.38,11.82,14.57,41.58,12.03,2
12.47,6.94,17.07,10.08,6.64,14.47,5.48,15.06,15.42,43.22,12.08,3
11.62,7.73,18.35,12.44,7.17,16.04,4.92,17.74,15.29,40.04,10.99,4
11.35,7.55,17.96,11.72,6.97,17.15,5.04,16.64,15.09,40.8,11.43,4
11.89,7.34,16.51,10.74,6.92,16.93,5.19,15.69,15.15,41.32,11.26,4
11.89,7.64,18.75,12.44,7.09,15.91,4.84,18.29,15.49,41.05,11.12,4
13.83,8.63,14.65,13.27,7.11,18.2,6.72,11.41,14.38,42.94,12.47,2
14.34,10.34,13.9,15.59,8.08,20.22,7.29,10.34,13.84,42.11,12.57,2
11.3,6.09,15.97,8.97,5.72,13.35,4.84,14.28,14.44,39.06,11.17,3
14.23,9.79,13.96,14.89,7.68,20.22,7.1,10.26,13.9,42.38,12.37,2
13.61,8.17,14.95,12.59,6.89,17.52,6.48,11.55,14.57,42.38,12.23,2
11.04,7.31,17.96,11.53,6.7,16.51,4.66,17.0,14.89,41.05,10.78,4
12.32,7.14,16.72,10.24,6.81,15.78,5.23,15.56,15.49,40.54,11.48,4
11.85,7.34,16.65,10.82,6.94,17.01,5.19,15.25,15.29,41.58,11.08,4
11.39,7.85,18.51,12.34,7.2,16.86,4.94,17.51,15.35,40.54,11.34,4
11.99,7.22,16.3,10.41,6.78,16.44,5.13,15.37,15.29,42.11,11.21,4
12.52,7.64,13.46,12.49,6.19,17.82,5.82,10.1,13.15,37.67,10.91,2
11.57,7.49,17.58,11.44,6.94,17.15,5.11,15.69,15.09,41.05,10.87,4
11.66,7.76,18.43,12.39,7.14,16.86,4.92,17.67,15.29,40.8,10.91,4
10.74,7.08,17.14,10.87,6.56,16.72,4.86,15.37,14.7,40.29,11.52,4
12.28,6.94,17.73,9.89,6.67,14.36,5.39,16.09,15.91,44.66,11.85,3
14.87,14.3,12.29,18.04,10.97,22.86,8.91,9.34,13.26,43.78,12.47,1
13.56,8.04,14.83,12.44,6.83,17.3,6.38,11.59,14.63,42.66,11.94,2
11.53,7.02,16.24,10.37,6.59,16.44,4.98,15.63,14.89,40.29,10.53,4
12.42,6.91,17.43,10.01,6.64,14.18,5.45,15.56,15.56,42.66,12.03,3
12.08,7.28,16.37,10.49,6.81,16.58,5.17,15.25,15.22,41.05,11.04,4
11.8,7.49,18.59,12.44,7.06,15.71,4.82,18.61,15.49,41.58,11.26,4
12.08,6.91,17.43,9.81,6.67,14.53,5.3,15.96,15.77,42.11,11.43,3
11.99,6.97,16.58,10.12,6.61,15.58,5.06,15.44,15.22,41.05,11.26,4
11.94,7.02,17.21,9.89,6.7,15.14,5.21,15.56,15.56,41.84,11.48,4
12.08,7.14,16.93,10.16,6.83,15.71,5.26,15.63,15.63,42.11,11.52,4
11.99,7.64,18.51,12.49,7.09,15.33,4.84,18.85,15.49,41.32,11.3,4
11.71,7.52,17.58,11.53,6.94,17.22,5.11,15.76,15.02,41.05,11.85,4
12.37,7.37,13.25,11.95,5.97,16.86,5.63,10.03,13.09,37.67,10.87,2
11.44,7.58,17.73,11.58,6.97,17.22,5.09,16.02,15.09,41.05,10.91,4
11.44,7.58,17.73,11.53,6.94,17.15,5.06,15.96,15.02,42.38,11.85,4
12.18,7.28,16.51,10.45,6.81,16.51,5.17,15.69,15.29,41.05,11.39,4
11.71,7.67,18.75,12.44,7.14,16.11,4.88,18.77,15.56,41.32,11.12,4
11.85,7.37,16.44,10.7,6.89,16.86,5.21,15.25,15.22,39.06,11.21,4
12.08,7.7,18.75,12.44,7.14,15.97,4.9,18.29,15.56,41.05,11.04,4
11.53,6.97,16.58,10.41,6.48,16.44,4.84,14.69,14.76,40.04,10.29,4
11.75,7.49,18.67,12.49,7.06,15.65,4.84,18.61,15.49,42.66,11.08,4
13.83,15.14,9.16,17.42,11.68,23.29,9.94,8.11,14.32,39.3,11.57,1
10.78,7.46,17.29,11.26,6.92,17.3,5.13,15.5,15.09,41.05,11.39,4
12.18,6.85,17.81,9.85,6.64,14.36,5.34,16.02,15.84,42.38,11.85,3
12.77,7.82,13.68,12.64,6.43,17.59,5.98,10.34,13.43,39.55,11.17,2
14.4,11.86,13.25,16.68,9.2,22.03,7.77,9.99,13.43,41.32,12.37,1
11.94,7.43,17.07,11.04,6.89,17.15,5.13,15.31,15.15,40.8,11.12,4
11.53,7.7,18.04,12.34,7.14,15.78,4.88,17.51,15.02,37.44,10.99,4
11.85,6.8,16.37,9.85,6.51,15.45,5.0,15.31,15.09,40.29,10.95,4
12.47,6.99,17.07,10.12,6.67,14.65,5.52,15.0,15.42,43.22,11.89,3
11.99,7.7,18.67,12.59,7.14,15.58,4.9,18.94,15.56,41.58,11.43,4
12.08,6.88,17.51,9.89,6.67,14.59,5.28,16.23,15.77,43.78,11.89,3
11.39,7.52,17.96,12.1,6.97,15.78,4.78,17.36,14.96,37.0,10.95,4
11.35,7.67,18.27,12.0,7.03,16.86,4.86,17.0,15.22,41.05,10.91,4
11.62,7.43,17.58,11.3,6.89,17.22,5.06,15.83,15.02,41.05,10.99,4
12.42,7.25,16.44,10.41,6.81,16.38,5.17,15.89,15.29,42.38,11.3,4
11.39,7.55,17.73,11.53,6.94,17.15,5.09,16.02,15.02,41.58,10.91,4
12.08,6.94,17.51,9.89,6.75,14.77,5.3,15.83,15.77,42.11,11.34,3
13.03,7.16,16.44,10.53,6.64,14.89,5.7,14.1,15.22,42.94,12.27,2
11.48,7.79,18.43,12.14,7.09,16.86,4.92,17.44,15.35,41.58,11.39,4
11.57,7.79,18.43,12.14,7.11,17.22,4.98,17.29,15.35,40.04,10.99,4
12.67,7.05,16.86,10.28,6.61,14.59,5.59,15.06,15.22,43.22,12.23,2
12.23,7.11,17.51,10.05,6.92,15.08,5.36,16.3,15.91,42.66,11.52,4
10.83,7.16,17.73,11.22,6.51,16.31,4.54,16.78,14.83,38.59,10.91,4
12.13,6.94,17.51,9.89,6.72,14.71,5.3,16.02,15.84,42.66,11.52,3
11.89,7.31,16.51,10.7,6.86,16.86,5.17,16.16,15.15,41.32,10.7,4
11.99,7.46,17.07,11.08,6.94,17.22,5.17,15.31,15.15,40.8,11.8,4
12.52,6.91,17.29,10.01,6.67,14.18,5.45,15.63,15.56,44.66,12.08,3
11.62,7.73,18.11,12.34,7.2,16.31,4.94,17.29,15.02,40.54,10.78,4
11.66,7.43,18.43,12.1,6.86,15.65,4.7,18.45,15.22,40.29,10.78,4
12.77,6.97,17.51,10.08,6.72,14.3,5.48,15.89,15.7,43.78,12.13,3
13.61,8.17,14.83,12.54,6.89,17.44,6.46,11.59,14.63,45.26,12.08,2
14.4,10.58,13.9,15.78,8.21,20.4,7.35,10.34,13.78,43.5,12.67,2
11.89,7.64,18.67,12.39,7.09,15.78,4.86,18.53,15.49,40.04,11.43,4
12.37,6.88,17.36,9.97,6.61,14.18,5.41,15.56,15.49,43.78,11.66,3
11.85,7.37,16.51,10.7,6.94,16.86,5.23,15.37,15.29,41.58,10.65,4
11.85,7.49,18.59,12.44,7.06,15.65,4.82,18.45,15.49,41.32,11.12,4
12.72,7.05,16.79,10.32,6.61,14.71,5.61,14.69,15.22,42.94,12.27,2
12.04,7.58,18.67,12.59,7.14,15.91,4.88,18.61,15.56,42.11,11.3,4
14.94,14.71,12.09,18.28,11.23,23.18,9.15,9.16,13.26,43.22,12.08,1
11.94,7.05,16.86,10.01,6.7,15.45,5.17,15.5,15.42,45.57,10.99,4
11.35,7.61,17.96,11.81,7.03,17.15,5.02,16.43,15.09,40.54,11.62,4
12.18,7.08,16.51,10.16,6.72,15.91,5.15,17.22,15.35,41.05,11.12,4
12.13,6.91,17.51,9.85,6.72,14.65,5.3,16.02,15.7,42.66,11.66,3
12.28,6.91,17.88,9.93,6.72,14.47,5.39,16.64,15.84,43.22,11.99,3
12.98,7.14,16.44,10.49,6.61,14.89,5.68,14.28,15.15,43.22,12.08,2
15.18,13.36,12.78,17.73,10.31,22.75,8.4,9.49,13.32,44.07,12.98,1
11.71,7.67,18.59,12.39,7.11,15.97,4.86,18.21,15.49,41.58,11.21,4
11.85,7.34,16.58,10.74,6.92,16.93,5.19,15.83,15.22,41.32,11.26,4
11.89,7.55,18.67,12.44,7.09,15.58,4.84,18.53,15.49,40.8,11.3,4
